EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0355,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,IMPLANT SOURCE REGION,DEPOSIT BARRIER METAL,MEASURE METAL THICKNESS
valid_0356,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE VIA CD,PASSIVATION ETCH
valid_0357,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,MEASURE SURFACE UNIFORMITY,CMP INTERLAYER DIELECTRIC,MEASURE SURFACE PARTICLES
valid_0358,CURE PASSIVATION,BACKSIDE METALLIZATION PREP,ANNEAL DIELECTRIC,CLEAN AFTER METAL ETCH,DENSIFY DIELECTRIC
valid_0359,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC
valid_0360,CURE PASSIVATION,BACKSIDE ANNEAL,POLYSILICON ANNEAL,DENSIFY DIELECTRIC,DENSIFY OXIDE
valid_0361,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS,IMPLANT SOURCE REGION,DEPOSIT BARRIER METAL
valid_0362,CURE PASSIVATION,ANNEAL METAL 1,ANNEAL METAL,BACKSIDE ANNEAL,DENSIFY DIELECTRIC
valid_0363,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS
valid_0364,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,PASSIVATION ETCH,MEASURE PASSIVATION THICKNESS
valid_0365,ALIGN MASK LEVEL 5,ALIGN MASK LEVEL 6,ALIGN MASK LEVEL 3,CLEAN AFTER VIA ETCH,MEASURE DIELECTRIC THICKNESS
valid_0366,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT TOP METAL
valid_0367,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,MEASURE POLY THICKNESS,MEASURE SURFACE UNIFORMITY,CMP INTERLAYER DIELECTRIC
valid_0368,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,MEASURE FILM THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0369,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,MEASURE POLY THICKNESS,CMP DIELECTRIC,DEPOSIT BARRIER METAL
valid_0370,CURE PASSIVATION,BACKSIDE METALLIZATION PREP,ANNEAL DIELECTRIC,BACKSIDE ANNEAL,DENSIFY DIELECTRIC
valid_0371,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,CMP METAL,DEPOSIT INTERLEVEL DIELECTRIC,CMP VIA FILL
valid_0372,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT TOP METAL
valid_0373,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,EXPOSE LITHO LEVEL 5,CMP INTERLAYER DIELECTRIC
valid_0374,CURE PASSIVATION,ANNEAL DIELECTRIC,BACKSIDE METALLIZATION PREP,MEASURE PASSIVATION THICKNESS,DENSIFY DIELECTRIC
valid_0375,MEASURE DEVICE PARAMETER,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE SHEET RESISTANCE,PARAMETRIC TEST
valid_0376,CLEAN AFTER METAL ETCH,CLEAN AFTER FIELD ETCH,CLEAN PAD OPENING,CLEAN AFTER OXIDE ETCH,ALIGN MASK LEVEL 6
valid_0377,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,CMP METAL,BACKSIDE ETCH CLEAN,CMP VIA FILL
valid_0378,CURE PASSIVATION,DENSIFY DIELECTRIC,FINAL CLEAN,DENSIFY OXIDE,ANNEAL METAL 1
valid_0379,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC
valid_0380,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0381,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,MEASURE PASSIVATION THICKNESS
valid_0382,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING
valid_0383,SOFT BAKE,ALIGN MASK LEVEL 5,MEASURE BACKSIDE CONTACT,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 5
valid_0384,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,CURE PASSIVATION
valid_0385,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,MEASURE SURFACE UNIFORMITY,MEASURE POLY THICKNESS,CMP INTERLAYER DIELECTRIC
valid_0386,CURE PASSIVATION,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL CLEAN,CLEAN AFTER METAL ETCH
valid_0387,ALIGN MASK LEVEL 5,ALIGN MASK LEVEL 6,ALIGN MASK LEVEL 3,MEASURE DIELECTRIC THICKNESS,CLEAN AFTER VIA ETCH
valid_0388,CURE PASSIVATION,ANNEAL METAL 1,ANNEAL DIELECTRIC,BACKSIDE ANNEAL,ANNEAL METAL
valid_0389,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,MEASURE SURFACE UNIFORMITY,MEASURE POLY THICKNESS,MEASURE SURFACE PARTICLES
valid_0390,CURE PASSIVATION,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,CLEAN AFTER METAL ETCH,FINAL CLEAN
valid_0391,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS,IMPLANT SOURCE REGION,EXPOSE LITHO LEVEL 5
valid_0392,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,FINAL PARTICLE INSPECTION,PASSIVATION ETCH
valid_0393,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,MEASURE SURFACE UNIFORMITY,CMP INTERLAYER DIELECTRIC,PRE ANNEAL CHECK
valid_0394,CURE PASSIVATION,ANNEAL METAL 1,BACKSIDE ANNEAL,ANNEAL METAL,DENSIFY DIELECTRIC
valid_0395,SPIN COAT PHOTORESIST,DEPOSIT BARRIER METAL,MEASURE POLY THICKNESS,IMPLANT SOURCE REGION,CMP DIELECTRIC
valid_0396,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,CURE PASSIVATION,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
valid_0397,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,SPIN COAT PHOTORESIST,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC
valid_0398,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DENSIFY DIELECTRIC,DENSIFY OXIDE,ANNEAL DIELECTRIC
valid_0399,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,MEASURE SURFACE UNIFORMITY,CMP INTERLAYER DIELECTRIC,MEASURE POLY THICKNESS
valid_0400,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,DEPOSIT METAL 1,DEPOSIT TOP METAL,DEPOSIT BARRIER METAL
valid_0401,DEPOSIT TUNGSTEN SEED,EXPOSE LITHO LEVEL 3,SURFACE PREP FOR DEPOSITION,FILL VIA TUNGSTEN,DEVELOP PHOTORESIST
valid_0402,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,CLEAN PAD OPENING,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0403,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,DEPOSIT TOP METAL
valid_0404,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,CLEAN PAD OPENING
valid_0405,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,CLEAN AFTER VIA ETCH,MEASURE LINE WIDTH
valid_0406,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE FILM THICKNESS
valid_0407,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE
valid_0408,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEPOSIT PASSIVATION LAYER,PASSIVATION ETCH,MEASURE FILM THICKNESS
valid_0409,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0410,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0411,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING
valid_0412,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,VIA OPENING INSPECTION,PAD WINDOW LITHO
valid_0413,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,VIA ETCH,VIA ETCH THROUGH DIELECTRIC
valid_0414,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,MEASURE FILM THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0415,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,ALIGN MASK LEVEL 3,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0416,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,STRIP RESIST,PAD WINDOW LITHO
valid_0417,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,SURFACE PREP FOR DEPOSITION
valid_0418,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE PASSIVATION QUALITY
valid_0419,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,MEASURE VIA RESISTANCE
valid_0420,CURE PASSIVATION,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,FINAL CLEAN,RCA CLEAN 2
valid_0421,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEVELOP PHOTORESIST,POST EXPOSE BAKE,EXPOSE LITHO LEVEL 3
valid_0422,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,DEPOSIT PASSIVATION LAYER,DIELECTRIC ETCH VIA,DEPOSIT PASSIVATION
valid_0423,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,CLEAN AFTER VIA ETCH,VIA INSPECTION
valid_0424,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION
valid_0425,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING
valid_0426,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,EXPOSE LITHO LEVEL 2,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0427,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,CLEAN PAD OPENING,SURFACE PREP FOR DEPOSITION
valid_0428,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0429,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0430,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,EXPOSE LITHO LEVEL 2,OPEN PAD WINDOW
valid_0431,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,DEPOSIT TOP METAL,MEASURE VIA RESISTANCE
valid_0432,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0433,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0434,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0435,DEPOSIT BARRIER METAL,MEASURE VIA CD,EXPOSE LITHO LEVEL 3,SPIN COAT PHOTORESIST,DEPOSIT PASSIVATION
valid_0436,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN PAD WINDOW,OPEN BOND PAD WINDOW
valid_0437,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,ALIGN MASK LEVEL 3
valid_0438,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,EXPOSE LITHO LEVEL 2,DEVELOP PAD WINDOW,SPIN COAT PHOTORESIST
valid_0439,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0440,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,EXPOSE LITHO LEVEL 2
valid_0441,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,MEASURE VIA RESISTANCE
valid_0442,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0443,DEPOSIT BARRIER METAL,DEPOSIT TUNGSTEN SEED,EXPOSE LITHO LEVEL 3,MEASURE VIA CD,DEPOSIT PASSIVATION
valid_0444,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0445,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,CLEAN PAD OPENING
valid_0446,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,CURE PASSIVATION,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0447,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,DEPOSIT TUNGSTEN SEED,CLEAN AFTER POLY ETCH
valid_0448,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0449,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING
valid_0450,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0451,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE CD LEVEL 2,CLEAN AFTER VIA ETCH
valid_0452,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,STRIP RESIST,PAD WINDOW LITHO
valid_0453,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,VIA INSPECTION
valid_0454,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0455,DEPOSIT BARRIER METAL,MEASURE VIA CD,EXPOSE LITHO LEVEL 3,IMPLANT N-TYPE,DEPOSIT PASSIVATION
valid_0456,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0457,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0458,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0459,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
valid_0460,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,PASSIVATION ETCH
valid_0461,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,CMP METAL
valid_0462,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0463,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,VIA INSPECTION,MEASURE LINE WIDTH
valid_0464,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,EXPOSE LITHO LEVEL 2
valid_0465,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
valid_0466,CURE PASSIVATION,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0467,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0468,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW
valid_0469,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,SURFACE PREP FOR DEPOSITION,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH
valid_0470,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0471,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,EXPOSE LITHO LEVEL 3,DEPOSIT POLYSILICON
valid_0472,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DIELECTRIC ETCH VIA,PAD WINDOW LITHO,VIA ETCH THROUGH DIELECTRIC
valid_0473,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0474,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0475,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,HARD BAKE,METAL ETCH DRY
valid_0476,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0477,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,ALIGN MASK LEVEL 3,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH
valid_0478,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0479,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0480,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0481,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,DEPOSIT TOP METAL,MEASURE VIA RESISTANCE
valid_0482,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW
valid_0483,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEVELOP PHOTORESIST,POST EXPOSE BAKE,ANNEAL METAL
valid_0484,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PACKAGE PREPARATION,STRIP RESIST
valid_0485,DEPOSIT BARRIER METAL,MEASURE VIA CD,IMPLANT N-TYPE,DEPOSIT TUNGSTEN SEED,EXPOSE LITHO LEVEL 3
valid_0486,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PACKAGE PREPARATION,SHIP LOT
valid_0487,CLEAN AFTER VIA ETCH,SURFACE PREP FOR DEPOSITION,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED
valid_0488,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,MEASURE FILM THICKNESS,DEPOSIT PASSIVATION
valid_0489,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,DEPOSIT TUNGSTEN SEED
valid_0490,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,VIA OPENING INSPECTION
valid_0491,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0492,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,SPIN COAT PHOTORESIST,EXPOSE LITHO LEVEL 2,DEVELOP PAD WINDOW
valid_0493,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,VIA INSPECTION
valid_0494,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,EXPOSE LITHO LEVEL 2,OPEN PAD WINDOW
valid_0495,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,SURFACE PREP FOR DEPOSITION
valid_0496,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,MEASURE FILM THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION
valid_0497,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,VIA INSPECTION,MEASURE LINE WIDTH
valid_0498,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0499,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,CLEAN AFTER POLY ETCH
valid_0500,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0501,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING
valid_0502,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,EXPOSE LITHO LEVEL 2
valid_0503,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT N-TYPE,EXPOSE LITHO LEVEL 3
valid_0504,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,CLEAN PAD OPENING
valid_0505,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0506,CURE PASSIVATION,BACKSIDE ANNEAL,ANNEAL METAL 1,DENSIFY DIELECTRIC,ANNEAL METAL
valid_0507,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0508,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,OPEN PAD WINDOW,OPEN BOND PAD WINDOW
valid_0509,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,ALIGN MASK LEVEL 3,CLEAN AFTER METAL ETCH
valid_0510,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,CURE PASSIVATION,DEPOSIT PASSIVATION
valid_0511,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,DIELECTRIC ETCH VIA,VIA INSPECTION
valid_0512,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,PAD WINDOW LITHO
valid_0513,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 2,MEASURE LINE WIDTH,DEPOSIT TOP METAL
valid_0514,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,EXPOSE LITHO LEVEL 2,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0515,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,VIA INSPECTION,MEASURE CD LEVEL 2
valid_0516,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0517,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,VIA INSPECTION
valid_0518,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0519,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE LINE WIDTH,MEASURE CD LEVEL 2,VIA INSPECTION
valid_0520,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0521,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE CD LEVEL 2,MEASURE LINE WIDTH
valid_0522,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0523,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DENSIFY OXIDE,OXIDE STRIP
valid_0524,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,DEVELOP PAD WINDOW,VIA OPENING INSPECTION
valid_0525,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE CD LEVEL 2,DEPOSIT TOP METAL
